Entry No.	Data source	Lab	Run	Type	Observed ys (m)	duration (hr)	Flume data	width (m)	Lflume (m)	Sediment data	d50 (mm)	sigma_g	Flow data	y (m)	V (m/s)	Vc (m/s) original paper	Vc paper	Pier data	Column dimensions	bcol (m)	Lcol (m)	Pier shape	Kshape,col	Pile cap dimensions	bpc (m)	Lpc (m)	T (m)	f (m)	f2 (m)	h0 (m)	h1 (m)	PC shape	Kshape,pc	Pile group dimensions	bp (m)	m	n	Sn (m)	Sm (m)	Pier shape	Kshape,pg	****
272	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-2	complex pier	0.044	8	****	0.5	286	****	2.4	1.6	****	0.107	0.440549637	0.00	Beheshti&Ataie 2279	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	-0.01	0.03	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
273	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-3	complex pier	0.0398	8.4	****	0.5	287	****	2.4	1.6	****	0.1123	0.440832568	0.00	Beheshti&Ataie 2280	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0	0.04	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
274	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-4	complex pier	0.0278	3.3	****	0.5	288	****	2.4	1.6	****	0.1012	0.408515573	0.00	Beheshti&Ataie 2281	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.0175	0.0575	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
275	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-5	complex pier	0.0402	7.5	****	0.5	289	****	2.4	1.6	****	0.1122	0.44063625	0.00	Beheshti&Ataie 2282	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.0195	0.0595	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
276	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-6	complex pier	0.0352	8	****	0.5	290	****	2.4	1.6	****	0.1142	0.433961711	0.00	Beheshti&Ataie 2283	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.0742	0.1142	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
277	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-7	complex pier	0.019	3	****	0.5	291	****	2.4	1.6	****	0.2	0.350178526	0.00	Beheshti&Ataie 2284	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	-0.04	0	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
278	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-8	complex pier	0.038	4	****	0.5	292	****	2.4	1.6	****	0.2	0.434221372	0.00	Beheshti&Ataie 2285	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.0276	0.0676	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
279	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-9	complex pier	0.0432	4.5	****	0.5	293	****	2.4	1.6	****	0.2	0.434221372	0.00	Beheshti&Ataie 2286	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.032	0.072	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
280	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-10	complex pier	0.0404	4.8	****	0.5	294	****	2.4	1.6	****	0.203	0.437465911	0.00	Beheshti&Ataie 2287	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.0578	0.0978	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
281	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-11	complex pier	0.0292	8.4	****	0.5	295	****	2.4	1.6	****	0.16	0.350794299	0.00	Beheshti&Ataie 2288	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.041	0.081	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
282	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-12	complex pier	0.0578	5.4	****	0.5	296	****	2.4	1.6	****	0.1135	0.432629661	0.00	Beheshti&Ataie 2289	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.125	0.165	Square Nose	1.1	****	0.02	2	2	0.02	0.02	Group of Cylinders	1	****
283	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-13	complex pier	0.0289	8	****	0.5	297	****	2.4	1.6	****	0.1135	0.432629661	0.00	Beheshti&Ataie 2290	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.125	0.165	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
284	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-14	complex pier	0.0215	5	****	0.5	298	****	2.4	1.6	****	0.1135	0.432629661	0.00	Beheshti&Ataie 2291	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.125	0.165	Square Nose	1.1	****	0.02	2	2	0.06	0.06	Group of Cylinders	1	****
285	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-15	complex pier	0.0252	9	****	0.5	299	****	2.4	1.6	****	0.1135	0.432629661	0.00	Beheshti&Ataie 2292	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.125	0.165	Square Nose	1.1	****	0.02	2	2	0.08	0.08	Group of Cylinders	1	****
286	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-16	complex pier	0.0213	8	****	0.5	300	****	2.4	1.6	****	0.1135	0.432629661	0.00	Beheshti&Ataie 2293	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	0.125	0.165	Square Nose	1.1	****	0.02	2	2	0.1	0.1	Group of Cylinders	1	****
287	Oliveto, Rossi, Hager, 2004	University of Basilicata	A-17	complex pier	0.0735	21.7	****	1	301	****	1.7	1.5	****	0.1204	0.391246304	0.00	Beheshti&Ataie 2294	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.153	-0.073	Square Nose	1.1	****	0.04	2	2	0.08	0.08	Group of Cylinders	1	****
288	Oliveto, Rossi, Hager, 2004	University of Basilicata	A-18	complex pier	0.0405	4.3	****	1	302	****	1.7	1.5	****	0.104	0.434329801	0.00	Beheshti&Ataie 2295	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.114	-0.034	Square Nose	1.1	****	0.04	2	2	0.08	0.08	Group of Cylinders	1	****
289	Oliveto, Rossi, Hager, 2004	University of Basilicata	A-19	complex pier	0.0862	16.6	****	1	303	****	1.7	1.5	****	0.1085	0.412676144	0.00	Beheshti&Ataie 2296	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.099	-0.019	Square Nose	1.1	****	0.04	2	2	0.08	0.08	Group of Cylinders	1	****
290	Oliveto, Rossi, Hager, 2004	University of Basilicata	A-20	complex pier	0.126	19.7	****	1	304	****	1.7	1.5	****	0.108	0.422017284	0.00	Beheshti&Ataie 2297	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.08	0.08	Group of Cylinders	1	****
291	Oliveto, Rossi, Hager, 2004	University of Basilicata	A-21	complex pier	0.165	295.1	****	1	305	****	1.7	1.5	****	0.117	0.385682502	0.00	Beheshti&Ataie 2298	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.08	0.08	Group of Cylinders	1	****
292	Oliveto, 2012	University of Basilicata, Italy	CP0	complex pier	0.192	76	****	1	306	****	1.7	1.5	****	0.1	0.48	0.00	Beheshti&Ataie 2299	****	****	0.12	0.12	Cylindrical	1	****	0	0	0	0	0	-1	-1	None	0	****	0	0	0	0	0	None	0	****
293	Oliveto, 2012	University of Basilicata, Italy	CP2	complex pier	0.162	76	****	1	307	****	1.7	1.5	****	0.1	0.48	0.00	Beheshti&Ataie 2300	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
294	Oliveto, 2012	University of Basilicata, Italy	CP3	complex pier	0.183	271	****	1	308	****	1.7	1.5	****	0.11	0.382	0.00	Beheshti&Ataie 2301	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
295	Oliveto, 2012	University of Basilicata, Italy	CP5	complex pier	0.13	4	****	1	309	****	1.7	1.5	****	0.15	0.467	0.00	Beheshti&Ataie 2302	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
296	Oliveto, 2012	University of Basilicata, Italy	CP6	complex pier	0.128	10	****	1	310	****	1.7	1.5	****	0.15	0.4	0.00	Beheshti&Ataie 2303	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
297	Oliveto, 2012	University of Basilicata, Italy	CP7	complex pier	0.08	8	****	1	311	****	1.7	1.5	****	0.18	0.333	0.00	Beheshti&Ataie 2304	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
298	Oliveto, 2012	University of Basilicata, Italy	CP8	complex pier	0.148	7	****	1	312	****	1.7	1.5	****	0.21	0.429	0.00	Beheshti&Ataie 2305	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
299	Oliveto, 2012	University of Basilicata, Italy	CP9	complex pier	0.16	7	****	1	313	****	1.7	1.5	****	0.17	0.588	0.00	Beheshti&Ataie 2306	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
300	Oliveto, Onorati, Comuniello 2006	University of Basilicata, Italy	1	complex pier	0.098	47.8	****	1	314	****	1.7	1.5	****	0.056	0.330106452	0.00	Beheshti&Ataie 2307	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
301	Oliveto, Onorati, Comuniello 2006	University of Basilicata, Italy	2	complex pier	0.185	313.2	****	1	315	****	1.7	1.5	****	0.116	0.391483029	0.00	Beheshti&Ataie 2308	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
302	Oliveto, Onorati, Comuniello 2006	University of Basilicata, Italy	3	complex pier	0.142	66.7	****	1	316	****	1.7	1.5	****	0.133	0.34005941	0.00	Beheshti&Ataie 2309	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
303	Oliveto, Onorati, Comuniello 2006	University of Basilicata, Italy	4	complex pier	0.131	52.5	****	1	317	****	1.7	1.5	****	0.218	0.368259459	0.00	Beheshti&Ataie 2310	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
304	Oliveto, Onorati, Comuniello 2006	University of Basilicata, Italy	5	complex pier	0.224	21.5	****	1	318	****	1.7	1.5	****	0.292	0.499306744	0.00	Beheshti&Ataie 2311	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
305	Oliveto, Onorati, Comuniello 2006	University of Basilicata, Italy	6	complex pier	0.108	43	****	1	319	****	1.7	1.5	****	0.055	0.389824202	0.00	Beheshti&Ataie 2312	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	-0.04	0	Square Nose	1.1	****	0.02	2	2	0.06	0.06	Group of Cylinders	1	****
306	Oliveto, Onorati, Comuniello 2006	University of Basilicata, Italy	7	complex pier	0.183	271.3	****	1	320	****	1.7	1.5	****	0.106	0.436271341	0.00	Beheshti&Ataie 2313	****	****	0.12	0.12	Cylindrical	1	****	0.24	0.24	0.08	0.06	0.06	-0.08	0	Square Nose	1.1	****	0.04	2	2	0.12	0.12	Group of Cylinders	1	****
307	Oliveto, Onorati, Comuniello 2006	University of Basilicata, Italy	8	complex pier	0.12	216.4	****	1	321	****	1.7	1.5	****	0.108	0.393141855	0.00	Beheshti&Ataie 2314	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	-0.04	0	Square Nose	1.1	****	0.02	2	2	0.06	0.06	Group of Cylinders	1	****
308	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	1	complex pier	0.093	4→∞	****	1.5	322	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2315	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.001	0	0	0.255	0.255	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
309	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	2	complex pier	0.093	4→∞	****	1.5	323	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2316	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.024	0	0	0.23	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
310	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	3	complex pier	0.095	4→∞	****	1.5	324	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2317	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.044	0	0	0.21	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
311	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	4	complex pier	0.098	4→∞	****	1.5	325	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2318	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.064	0	0	0.19	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
312	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	5	complex pier	0.098	4→∞	****	1.5	326	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2319	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.084	0	0	0.17	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
313	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	6	complex pier	0.108	4→∞	****	1.5	327	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2320	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.104	0	0	0.15	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
314	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	7	complex pier	0.108	4→∞	****	1.5	328	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2321	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.124	0	0	0.13	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
315	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	8	complex pier	0.11	4→∞	****	1.5	329	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2322	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.144	0	0	0.11	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
316	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	9	complex pier	0.114	4→∞	****	1.5	330	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2323	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.164	0	0	0.09	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
317	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	10	complex pier	0.119	4→∞	****	1.5	331	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2324	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.184	0	0	0.07	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
318	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	11	complex pier	0.123	4→∞	****	1.5	332	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2325	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.204	0	0	0.05	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
319	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	12	complex pier	0.136	4→∞	****	1.5	333	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2326	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.224	0	0	0.03	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
320	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	13	complex pier	0.146	4→∞	****	1.5	334	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2327	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.234	0	0	0.02	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
321	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	14	complex pier	0.154	4→∞	****	1.5	335	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2328	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.255	0	0	-0.001	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
322	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	15	complex pier	0.161	4→∞	****	1.5	336	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2329	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.264	0	0	-0.01	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
323	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	16	complex pier	0.164	4→∞	****	1.5	337	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2330	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.274	0	0	-0.02	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
324	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	17	complex pier	0.169	4→∞	****	1.5	338	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2331	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.284	0	0	-0.03	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
325	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	18	complex pier	0.166	4→∞	****	1.5	339	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2332	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.294	0	0	-0.04	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
326	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	19	complex pier	0.17	4→∞	****	1.5	340	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2333	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.304	0	0	-0.05	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
327	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	20	complex pier	0.171	4→∞	****	1.5	341	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2334	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.314	0	0	-0.06	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
328	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	21	complex pier	0.18	4→∞	****	1.5	342	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2335	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.324	0	0	-0.07	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
329	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	22	complex pier	0.176	4→∞	****	1.5	343	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2336	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.334	0	0	-0.08	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
330	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	23	complex pier	0.185	4→∞	****	1.5	344	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2337	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.344	0	0	-0.09	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
331	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	24	complex pier	0.175	4→∞	****	1.5	345	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2338	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.354	0	0	-0.1	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
332	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	25	complex pier	0.183	4→∞	****	1.5	346	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2339	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.364	0	0	-0.11	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
333	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	26	complex pier	0.168	4→∞	****	1.5	347	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2340	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.374	0	0	-0.12	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
334	Martin-Vide Hidalgo Bateman 1998	Probably, Civil Engineering School, Barcelona, Spain	27	complex pier	0.174	4→∞	****	1.5	348	****	0.65	1.4	****	0.254	0.326	0.35	Beheshti&Ataie 2341	****	****	0.12	0.36	Square Nose	1.1	****	0.12	0.36	0.404	0	0	-0.15	0.254	Square Nose	1.1	****	0.06	2	1	0	0.24	Group of Cylinders	1	****
335	Coleman 2005	University of Aukland, New Zealand	US-1	complex pier	0.124901186	-	****	1.50	349	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2342	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	0.33	0.41	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
336	Coleman 2005	University of Aukland, New Zealand	US-2	complex pier	0.167588933	te by MC method, trial for be	****	1.50	350	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2343	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	0.148792385	0.228792385	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
337	Coleman 2005	University of Aukland, New Zealand	US-3	complex pier	0.175889328	te by MC method, trial for be	****	1.50	351	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2344	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	0.074431886	0.154431886	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
338	Coleman 2005	University of Aukland, New Zealand	US-4	complex pier	0.191304348	te by MC method, trial for be	****	1.50	352	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2345	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	0.023866746	0.103866746	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
339	Coleman 2005	University of Aukland, New Zealand	US-5	complex pier	0.195652174	te by MC method, trial for be	****	1.50	353	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2346	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	-0.000523498	0.079476502	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
340	Coleman 2005	University of Aukland, New Zealand	US-6	complex pier	0.225	te by MC method, trial for be	****	1.50	354	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2347	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	-0.042	0.038	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
341	Coleman 2005	University of Aukland, New Zealand	US-7	complex pier	0.244664032	te by MC method, trial for be	****	1.50	355	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2348	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	-0.08	0	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
342	Coleman 2005	University of Aukland, New Zealand	US-8	complex pier	0.207905138	te by MC method, trial for be	****	1.50	356	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2349	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	-0.121284949	-0.041284949	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
343	Coleman 2005	University of Aukland, New Zealand	US-9	complex pier	0.172332016	te by MC method, trial for be	****	1.50	357	****	0.84	1.3	****	0.33	0.34	0.41	Beheshti&Ataie 2350	****	****	0.1	0.4	Square Nose	1.1	****	0.19	0.48	0.08	0.04	0.045	-0.161142177	-0.081142177	Square Nose	1.1	****	0.02	8	3	0.065	0.06	Square Nose	1.1	****
